slug,name,logoPath,description,website,docs,x,github,discord,telegram,linkedin,supportEmail,starred,tag
li-fi,LI.FI,li-fi.png,"Bridge and DEX aggregation protocol providing single API and SDK integration across major DEX aggregators, bridges, and intent systems on all major chains.","https://li.fi/","https://docs.li.fi/introduction/introduction",lifiprotocol,lifinance,,lifinews,,,FALSE,
lightecho,LightEcho,lightecho.png,Soroban oracle and exchange rate service on Stellar providing cryptocurrency exchange rate data and price feeds for smart contracts on Stellar.,"https://lightecho.io/",,LightechoI,,,,,,FALSE,
lighthouse,Lighthouse,lighthouse.png,"Decentralized storage infrastructure built on IPFS and Filecoin, providing hot and long-term storage, encryption, token-gated access, dedicated gateways, and developer tooling through web, SDK, CLI, and API interfaces.","https://www.lighthouse.storage/","https://docs.lighthouse.storage/",LighthouseWeb3,lighthouse-web3,,,,,FALSE,
lightspark,Lightspark,lightspark.png,"Global money movement infrastructure provider offering Grid APIs and global accounts for fiat, stablecoin, and Bitcoin payments, together with Lightning Network and Spark-based settlement products.","https://www.lightspark.com/","https://docs.lightspark.com/",lightspark,lightsparkdev/grid-api,,,company/lightspark-group,support@lightspark.com,FALSE,
limechain,LimeChain,limechain.png,"Web3 engineering and product design firm offering blockchain development services, smart contract development, cross-chain bridges, ZK technology, and open-source developer tools","https://limechain.tech",,LimeChainHQ,LimeChain,,,,,FALSE,
linea,Linea,linea.png,"Ethereum-equivalent zkEVM Layer 2 network built by Consensys, offering zero-knowledge proof settlement, low fees, and full compatibility with Ethereum tooling and clients.","https://linea.build/","https://docs.linea.build/",LineaBuild,,,,,,FALSE,
lineascan,Lineascan,lineascan.png,"Block explorer for Linea Mainnet by Etherscan, tracking transactions, tokens, and smart contracts on the Linea zkEVM Layer 2 network.","https://lineascan.build/","https://docs.etherscan.io/introduction",,,,,,,FALSE,
livepeer-js,Livepeer.js,livepeer-js.png,JavaScript suite of tools and SDKs for integrating video streaming and transcoding capabilities powered by Livepeer into decentralized applications,"https://livepeer.studio/","https://docs.livepeer.org/v1/developers/introduction",,livepeer,,,,,FALSE,
llamanodes,LlamaNodes,llamanodes.png,MEV-protecting RPC endpoint providing fast transaction execution with automatic frontrunning and sandwich attack protection across EVM networks.,"https://llamanodes.com",,LlamaNodes,llamanodes,,,,,FALSE,
lobstr,LOBSTR,lobstr.png,"Mobile and web wallet for the Stellar network supporting Lumens, Stellar-based tokens, the Stellar Decentralized Exchange (SDEX), and fiat crypto purchases.","https://lobstr.co/","https://lobstr.freshdesk.com/support/home/",,,,,,,FALSE,
loop-decoder,Loop Decoder,loop-decoder.png,"Library for transforming EVM transactions into a human-readable format, supporting multi-level call decoding, ABI resolution, and readable output for wallets and block explorers.",,,,3loop/loop-decoder,,,,,FALSE,
luminite,Luminite,luminite.png,Non-custodial cryptocurrency wallet enabling secure digital asset management and transactions,"https://www.luminite.app/",,,,,,,,FALSE,
lunarcrush,LunarCrush,lunarcrush.png,"It serves as a comprehensive social intelligence platform catering to the realms of crypto, NFTs, and stocks.","https://lunarcrush.com/","https://lunarcrush.com/developers",LunarCrush,lunarcrush,,,,,FALSE,
lunu,Lunu,lunu.png,"Crypto payment and on/off-ramp technology platform providing fiat-to-crypto and crypto-to-fiat integration through hosted widgets, embedded flows, and APIs.","https://lunu.io/","https://docs.lunupay.com/",,,,,company/lunu-pay,support@lunu.io,FALSE,
lute,Lute,lute.png,Non-custodial cryptocurrency wallet providing secure key management and transaction capabilities for blockchain interactions,"https://lute.app/",,,,,,,,FALSE,
madhouse-wallet,Madhouse Wallet,madhouse-wallet.png,"Stablecoin off-ramp API for B2B partners, allowing wallets, exchanges, and fintechs to convert USDC into local fiat payouts across 85 currencies via rails such as M-PESA, UPI, SEPA, and local bank transfers.","https://madhousewallet.com/","https://docs.madhousewallet.com/",,,,,,,FALSE,
magic,Magic,magic.png,"Web3 infrastructure platform providing server-side and embedded wallet management with TEE-secured non-custodial key management, social login integration, and white-label wallet solutions for developers and enterprises.","https://magic.link/","https://docs.magic.link/home/welcome",magic_labs,magiclabs,magiclabs,,,,FALSE,
maian,Maian,maian.png,"Automatic tool for detecting trace vulnerabilities in Ethereum smart contracts, identifying suicidal, prodigal, and greedy contract patterns through bytecode analysis.",,,,ivicanikolicsg/MAIAN,,,,,FALSE,
math,Math,math.png,"Multichain Web3 wallet supporting 100+ blockchain networks with mobile, desktop, and browser extension clients, a built-in DApp browser, and staking.","https://www.mathwallet.org/","https://doc.mathwallet.org",,,,,,,FALSE,
matic-js,Matic.js,matic-js.png,"JavaScript SDK for interacting with the Polygon network, enabling asset transfers between Ethereum and Polygon via the PoS and Plasma bridges.",,,,0xPolygon/matic.js,,,,,FALSE,
mayan-finance,Mayan Finance,mayan-finance.png,"Cross-chain swap and routing protocol enabling transfers across Solana, Ethereum, Base, Arbitrum, BNB Chain, Sui, and other major blockchains via on-chain auctions for optimal rates.","https://mayan.finance/","https://docs.mayan.finance",mayan,mayan-finance,,,,,FALSE,
mcpdotdirect,MCP.direct,mcpdotdirect.png,Builds EVM-focused MCP servers that expose blockchain interaction tools for AI agents,"https://github.com/mcpdotdirect/evm-mcp-server","https://github.com/mcpdotdirect/evm-mcp-server",,mcpdotdirect/evm-mcp-server,,,,,FALSE,
meld,Meld,meld.png,"Global fiat-to-crypto onramp and offramp network providing a single API to onboard users from 100+ countries with multi-chain support, smart routing, and KYC orchestration.","https://www.meld.io/","https://docs.meld.io/docs/welcome/overview",realMeld,,,,company/meld-universal,,FALSE,
meowrpc,MeowRPC,meowrpc.png,RPC endpoint infrastructure provider delivering reliable and optimized blockchain node access services,"https://meowrpc.com/",,,,,,,,FALSE,
mercury,Mercury,mercury.png,High-performance indexer for the Stellar network that enables developers to query events and transactions using simple queries or custom indexing logic via Retroshades.,"https://mercurydata.app/","https://docs.mercurydata.app/",,,,,,,FALSE,
mercuryo,Mercuryo,mercuryo.png,"Web3 payment engine providing fiat-to-crypto onramp and offramp services, virtual card issuance, and white-label solutions for 500+ businesses across 150+ countries.","https://mercuryo.io/","https://widget.docs.mercuryo.io/",Mercuryo_io,,company/mercuryo-io,,,support@mercuryo.io,FALSE,
meso,Meso,meso.png,"Connects traditional bank accounts directly to Web3 wallets for instant and low-fee transfers.","https://meso.network/",,,,,,,,FALSE,
meson,Meson,meson.png,"Cross-chain protocol connecting 60+ blockchains for moving crypto, converting stablecoins across CEX and DeFi venues, and bridging real-world assets into a unified flow.","https://meson.fi/","https://docs.meson.fi",mesonfi,MesonFi,,mesonfi,,,FALSE,
messari,Messari,messari.png,"Crypto data and intelligence platform offering market data, on-chain analytics, news, and fundraising data via API for over 40,000 assets, used by institutional clients including Coinbase, Robinhood, and Chainlink","https://messari.io/","https://docs.messari.io/introduction",MessariCrypto,messari,messari,,,,FALSE,
messinaone,MessinaOne,messinaone.png,"Cross-chain bridge and DeFi platform supporting 1:1 native asset transfers across Algorand, Ethereum, and other networks, with unified liquidity pools, Algorand liquid staking, and account abstraction.","https://messina.one/","https://messinaone.gitbook.io/messina",MessinaOne,,ADnytXep7B,messinaone,,hello@messina.one,FALSE,
metamask,Metamask,metamask.png,"Browser extension and mobile wallet by Consensys for managing crypto accounts, signing transactions, buying and swapping tokens, and connecting to decentralized applications across multiple networks.","https://metamask.io/","https://docs.metamask.io/",MetaMask,MetaMask,metamask,,company/metamask,,FALSE,
metasleuth,MetaSleuth,metasleuth.png,"On-chain fund tracking and investigation platform offering cross-chain address visualization, real-time monitoring, compliance risk scoring, and address labeling APIs with over 400 million labels.","https://metasleuth.io/","https://docs.metasleuth.io/",MetaSleuth,blocksecteam,,MetaSleuthTeam,,,FALSE,
mew,Mew,mew.png,"Non-custodial open-source interface for Ethereum and EVM networks supporting asset management, DApp interaction, token swapping, and hardware wallet integration.","https://www.myetherwallet.com/","https://help.myetherwallet.com/en/",myetherwallet,MyEtherWallet,,myetherwallet,company/myetherwallet,support@myetherwallet.com,FALSE,
mimic,Mimic,mimic.png,"A developer platform providing a programmable layer for building blockchain applications using intent-based execution, serverless functions, and automated workflows","https://www.mimic.fi/","https://docs.mimic.fi/",mimic_fi,mimic-fi,,,,,FALSE,
minipay,Minipay,minipay.png,"Stablecoin wallet with on-ramp and off-ramp flows, allowing users to convert local cash into USDT, USDC, or cUSD using card, Google Pay, mobile money, or bank transfer, and cash out back to local currency.","https://minipay.to/",,minipay,,,,,,FALSE,
minisend,Minisend,minisend.png,Cross-chain stablecoin off-ramp and settlement layer that accepts USDC/USDT deposits from major chains and converts them to local currency for bank or M-Pesa payouts.,"https://minisend.xyz","https://docs.minisend.xyz/",minisendapp,,,minisendapp,company/minisend,,FALSE,
mobula,Mobula,mobula.png,"Real-time on-chain trading and wallet data infrastructure API providing low-latency REST and WebSocket endpoints for pool states, trades, PnL tracking, and wallet data across multiple chains","https://mobula.io/","https://docs.mobula.io/",,,,,,,FALSE,
monad,Monad,monad.png,"High-performance EVM-compatible blockchain delivering 10,000+ TPS with sub-second finality, decentralization via consumer-grade hardware, and full Ethereum bytecode compatibility","https://www.monad.xyz/","https://docs.monad.xyz/",monad,,,,,,FALSE,
monerium,Monerium,monerium.png,"Regulated onchain fiat and Web3 IBAN provider enabling users and applications to send and receive bank payments and use EURe, an authorized euro e-money token, across supported blockchain networks.","https://monerium.com/","https://docs.monerium.com/",monerium,monerium,,,company/monerium,,FALSE,
monica,Monica,monica.png,"Crypto-to-naira off-ramp for Nigeria, allowing users to send supported crypto assets such as BTC, USDT, ETH, SOL, TRX, BNB, or USDC and receive naira payouts to a bank account.","https://monica.cash/",,monicanigeria,,,monicanigeria,,,FALSE,
moonpay,MoonPay,moonpay.png,"Crypto on-ramp and off-ramp platform serving 35M+ verified accounts across 180 countries, enabling purchases via Apple Pay, Google Pay, PayPal, bank transfer, and other payment methods.","https://www.moonpay.com/","https://dev.moonpay.com/docs/advantages-of-our-products",moonpay,moonpay,,,,,FALSE,
moralis,Moralis,moralis.png,"Web3 data and authentication platform providing EVM and Solana APIs, real-time blockchain streams, wallet data, token data, and NFT APIs for backend application developers.","https://moralis.com/","https://docs.moralis.com/",moralisdevs,,s3UfDvXQTc,,company/moralisweb3,,FALSE,
mosaia,Mosaia,mosaia.png,"AI-native platform for business development and Web3 ecosystem growth, connecting builders with service providers and offering intelligence tools for deal-making","https://www.mosaia.io/",,Mosaia_io,,,,company/mosaia-ai,info@mosaia.io,FALSE,
mt-pelerin,Mt Pelerin,mt-pelerin.png,"Swiss-based crypto ramp offering light/no-KYC limits up to 100k CHF annually via bank transfer and native Lightning Network support.","https://www.mtpelerin.com/","https://developers.mtpelerin.com/",mtpelerin,MtPelerin,,mtpelerin,company/mt-pelerin,hello@mtpelerin.com,FALSE,
multicall3,Multicall3,multicall3.png,"Smart contract deployed on 250+ chains at 0xcA11bde05977b3631167028862bE2a173976CA11 that aggregates multiple constant function calls into a single on-chain request, reducing RPC overhead.","https://www.multicall3.com",,,mds1/multicall3,,,,,FALSE,
multisender,Multisender,multisender.png,Token and NFT distribution service enabling users to send crypto assets to multiple recipients in batch transactions with minimal transaction fees,"https://multisender.app/",,multi_sender,,,MultiSender,,,FALSE,
mytonwallet,MyTonWallet,mytonwallet.png,"Open-source self-custodial wallet for TON, TRON, and Solana with built-in staking, NFT management, cross-chain swap aggregator, and DApp browser, audited by CertiK.","https://mywallet.io/",,mytonwallet_io,mytonwalletorg/mytonwallet,,,,,FALSE,
nami,Nami,nami.png,"Non-custodial Cardano browser extension wallet for managing ADA, native tokens and NFTs, with dApp connectivity, staking delegation and Ledger/Trezor support; now integrated into Lace as Nami Mode by IOG.","https://www.namiwallet.io/",,,,,,,,FALSE,
nansen,Nansen,nansen.png,"Onchain analytics and crypto intelligence platform providing wallet labeling, Smart Money tracking, and token signals across 18+ blockchains via web terminal, mobile app, and REST/MCP API.","https://nansen.ai/","https://docs.nansen.ai/",nansen_ai,nansen-ai,nansen-ai,nansen_digest,company/nansen,support@nansen.ai,FALSE,
nautilus-labs,Nautilus Labs,nautilus-labs.png,"Applied research and product studio building DeFi, governance, identity, and agent-native infrastructure across Algorand and the Voi ecosystem.","https://nautilus.sh/",,,NautilusOSS,,,,,FALSE,"[""Algorand"",""Voi"",""AI agents""]"
nebulum,Nebulum,nebulum.png,Provides faucet services for Web3 developers and users.,,,,,,,,,FALSE,
nethereum,Nethereum,nethereum.png,".NET integration platform for Ethereum and EVM-compatible blockchains, providing libraries for smart contracts, wallets, signing, RPC, indexing, and developer tooling.","https://nethereum.com/","https://docs.nethereum.com/",nethereumteam,Nethereum/Nethereum,u3Ej2BReNn,,,info@nethereum.com,FALSE,
nirholas,Nirholas,nirholas.png,MCP tools provider building multi-chain Web3 infrastructure including crypto interaction servers and smart contract interfaces.,"https://github.com/nirholas/universal-crypto-mcp","https://github.com/nirholas/universal-crypto-mcp",nirholas,nirholas/universal-crypto-mcp,,,,,FALSE,
nodely,Nodely,nodely.png,"Globally distributed node and indexer infrastructure for Algorand AVM-compatible networks, offering free and commercial API access with low-latency performance and 24/7 developer support.","https://nodely.io/","https://nodely.io/docs/free/start/",AlgoNode_io,algonode,,,,,FALSE,
nodereal,NodeReal,nodereal.png,"One-stop blockchain infrastructure provider offering high-performance RPC nodes and APIs for BNB Smart Chain, Ethereum, opBNB, Arbitrum, Optimism, and Aptos.","https://nodereal.io/","https://docs.nodereal.io/docs/intro-nodereal",Nodereal_io,node-real,,,,support@nodereal.io,FALSE,
nodies,Nodies,nodies.png,"Decentralized Web3 RPC infrastructure by POKT Network providing globally distributed, high-performance node endpoints across multiple blockchains.","https://www.nodies.app/","https://docs.nodies.app/overview/supported-blockchains",,,,,,,FALSE,
nodit,Nodit,nodit.png,"Multi-chain blockchain data and node API platform providing 2,000+ indexed on-chain data APIs, Node RPC endpoints, webhooks for live event triggers, and MCP server access across EVM and non-EVM networks, with SOC 2 Type I and II certified infrastructure.","https://www.nodit.io/","https://developer.nodit.io/en/",NoditPlatform,noditlabs/nodit-mcp-server,,,,,FALSE,
nova,Nova,nova.png,"Open-source mobile wallet for the Polkadot ecosystem supporting 100+ networks with staking, governance voting, DApp connectivity, and cross-chain transfers.","https://novawallet.io","https://docs.novawallet.io/nova-wallet-wiki",NovaWalletApp,novasamatech,,novawallet,,support@novawallet.io,FALSE,
noves,Noves,noves.png,"Enterprise blockchain data platform that deploys on customer infrastructure to translate on-chain transaction data into human-readable financial records for reporting, reconciliation, tax, and audit.","https://www.noves.fi/","https://docs.noves.fi/reference/api-overview",Noves_fi,,,,company/noves-fi,,FALSE,
nownodes,Nownodes,nownodes.png,Blockchain API and node infrastructure provider offering shared and dedicated RPC endpoints with WebSocket streams for 100+ blockchain networks at 99.95% uptime.,"https://nownodes.io/","https://nownodes.gitbook.io/documentation",NowNodes,NOWNodes,,nownodes,,,FALSE,
nowpayments,NowPayments,nowpayments.png,"Non-custodial cryptocurrency payment gateway supporting hundreds of digital assets for e-commerce, donations, invoicing, and subscription payments.","https://nowpayments.io/",,NOWPayments_io,nowpaymentsIO,,,,support@nowpayments.io,FALSE,
nsuite,NSuite,nsuite.png,Institutional-grade wallet platform designed for crypto and NFT business operations with multi-sig and compliance features,"https://www.nsuite.io/",,nsuite_en,,,,,,FALSE,
nufi,Nufi,nufi.png,"Non-custodial multi-chain wallet supporting 100+ chains including Bitcoin, Cardano, Solana, and EVM networks with hardware wallet integration, social login, staking, and swaps.","https://nu.fi/","https://support.nu.fi/support/home",nufiwallet,nufi-official/nufi,jSyVPAXw3w,,,contact@nu.fi,FALSE,
ocean-protocol,Ocean Protocol,ocean-protocol.png,"Decentralized protocol for tokenized AI and data monetization, enabling privacy-preserving data sharing and AI model deployment on blockchain-secured marketplaces.","https://oceanprotocol.com/","https://docs.oceanprotocol.com/developers",oceanprotocol,oceanprotocol,TnXjkR5,OceanProtocol_Community,,,FALSE,
oklink,OKLink,oklink.png,"Multi-chain blockchain explorer and API platform by OKX providing onchain data retrieval, contract verification, address risk analytics, and transaction monitoring across major networks.","https://www.oklink.com/","https://www.oklink.com/docs/en/",OKLink,,,,company/okgtechnology,support@oklink.com,FALSE,
oku-trade,Oku Trade,oku-trade.png,"Non-custodial DeFi meta-aggregator providing the best swap and bridge rates across 30+ EVM chains, with limit orders, liquidity management, and fiat on/off-ramps","https://oku.trade","https://docs.oku.trade/home/",,,,,,,FALSE,
okx,OKX,okx.png,"Non-custodial multi-chain Web3 wallet by OKX supporting token storage, swapping, staking, and DApp connectivity across EVM and non-EVM networks with up to 1,000 sub-accounts.","https://web3.okx.com/","https://web3.okx.com/onchainos/docs/waas/okx-waas-what-is-waas",,,,,,,FALSE,
omnia,Omnia,omnia.png,"Multi-chain privacy RPC infrastructure providing metadata stripping, MEV protection, and private transaction routing for wallets and dApps via the OMNIA Stealth OS layer.","https://omniatech.io/","https://docs.omniatech.io/",omnia_protocol,omniaprotocol,,,,,FALSE,
onekey,OneKey,onekey.png,It provides a platform for developers to integrate secure blockchain wallet functionalities into both web and native applications,"https://onekey.so/","https://developer.onekey.so/",OneKeyHQ,OneKeyHQ,,,,hi@onekey.so,FALSE,
onfinality,OnFinality,onfinality.png,"Blockchain infrastructure platform providing globally distributed shared API endpoints and dedicated node deployment across 135+ networks including Polkadot, Ethereum, Avalanche, and Cosmos.","https://onfinality.io/en","https://documentation.onfinality.io/support/",OnFinality,OnFinality-io,,onfinality,company/onfinality,support@onfinality.io,FALSE,
onmeta,Onmeta,onmeta.png,Fiat-to-crypto and crypto-to-fiat payment infrastructure enabling seamless integration of on-ramp and off-ramp services into Web3 applications,"https://onmeta.in/",,,,,,,,FALSE,
onramp-money,Onramp Money,onramp-money.png,"Fiat-to-crypto and crypto-to-fiat payment gateway allowing users to buy, sell, and swap crypto using bank transfers and local payment methods across supported countries.","https://onramp.money/","https://docs.onramp.money/onramp",onrampmoney,,,onramp_money,company/onrampmoney,,FALSE,
onramper,Onramper,onramper.png,"Fiat-to-crypto onramp and offramp aggregator offering a single integration to 30+ ramp providers, 130+ payment methods, and AI-based smart routing for optimal conversion and KYC re-use.","https://www.onramper.com/","https://docs.onramper.com/docs/getting-started",getonramper,,,,company/onramper,support@onramper.com,FALSE,
onto,ONTO,onto.png,"Decentralized multi-chain wallet for digital asset management and on-chain identity, supporting 400+ dApps, cross-chain swaps, NFTs, and single-key multi-chain control.","https://onto.app/","https://docs.onto.app/",ONTOWallet,ONTO-Data-Wallet,,ONTOWallet,,contact@onto.app,FALSE,
op-analytics,OP Analytics,op-analytics.png,"Open-source repository of onchain data utilities, references, and analytics for the Optimism Superchain, maintained by the Optimism Foundation.","https://github.com/ethereum-optimism/op-analytics",,,ethereum-optimism/op-analytics,,,,,FALSE,
openfort,Openfort,openfort.png,"Wallet infrastructure and SDK for developers to embed wallets, manage keys, automate transactions at scale, and integrate with AI agents","https://www.openfort.io/","https://www.openfort.io/docs",openfort_hq,openfort-xyz,,openfort,company/openfort,,FALSE,
openmask,OpenMask,openmask.png,"Open-source TON blockchain browser extension wallet with Ton Connect 2.0 support, Jetton and NFT management, Ledger integration, and mainnet/testnet switching.","https://www.openmask.app/","https://www.openmask.app/docs/getting-started",openmask_wallet,OpenProduct,,,,,FALSE,
openpeer,OpenPeer,openpeer.png,Self-custodial peer-to-peer protocol for exchanging fiat and crypto through smart-contract escrow across Ethereum and other EVM-compatible networks.,"https://openpeer.xyz/","https://docs.openpeer.xyz/openpeer-docs/",openpeer_xyz,openpeer,Wrf9BT8sZN,,,contact@openpeer.xyz,FALSE,
opensvm,OpenSVM,opensvm.png,Solana ecosystem infrastructure provider offering MCP servers and tools for Solana RPC integrations in AI agent environments,"https://github.com/openSVM/solana-mcp-server","https://github.com/openSVM/solana-mcp-server",,openSVM/solana-mcp-server,,,,,FALSE,
openzeppelin,OpenZeppelin,openzeppelin.png,"Smart contract security platform providing battle-tested open-source Solidity contract libraries, automated security tooling, and professional audit services for onchain finance development.","https://www.openzeppelin.com/","https://docs.openzeppelin.com/",OpenZeppelin,OpenZeppelin,,openzeppelin_tg,company/openzeppelin,contact@openzeppelin.com,FALSE,
optimism,Optimism,optimism.png,"Ethereum Layer 2 ecosystem providing OP Mainnet and the open-source OP Stack framework for launching scalable, customizable L2 blockchains with Ethereum-grade security.","https://www.optimism.io/","https://docs.optimism.io/",optimism,ethereum-optimism,,,,,FALSE,
ora,ORA,ora.png,"Decentralized AI oracle (OAO) protocol enabling on-chain verifiable AI inference for smart contracts, with an Initial Model Offering (IMO) framework for tokenizing AI models and a decentralized node operator network.","https://www.ora.io/",,OraProtocol,,,,,,FALSE,
orbit-db,Orbit DB,orbit-db.png,"Serverless peer-to-peer database built on IPFS and PubSub, using CRDT-based replication for eventually consistent decentralized applications.","https://orbitdb.org/","https://api.orbitdb.org",orbit_db,orbitdb,,,,info@orbitdb.org,FALSE,
orbiter-finance,Orbiter Finance,orbiter-finance.png,ZK-technology based Ethereum ecosystem cross-chain bridge and acceleration engine focused on reducing L2 gas costs and improving transaction throughput.,"https://orbiter.finance","https://docs.orbiter.finance",Orbiter_Finance,Orbiter-Finance,,,,,FALSE,
orbitflare,OrbitFlare,orbitflare.png,"Solana infrastructure provider delivering raw Turbine shreds via UDP, enabling low-latency access to transaction data before block confirmation.","https://orbitflare.com/","https://docs.orbitflare.com/welcome",OrbitFlare,orbitflare,,orbitflare,,support@orbitflare.com,FALSE,
orbs,Orbs,orbs.png,"Decentralized Layer-3 blockchain protocol running over Ethereum and TON, providing infrastructure for advanced on-chain DeFi trading including aggregated liquidity, advanced order types, and decentralized derivatives execution via permissionless PoS validators.","https://www.orbs.com/","https://docs.orbs.network/v3",orbs_network,orbs-network,sswGDYGBt5,OrbsNetwork,,hello@orbs.com,FALSE,
orderly,Orderly,orderly.png,"Trading infrastructure platform providing APIs, SDKs, and smart contracts for builders to launch decentralized exchanges on shared liquidity","https://orderly.network/","https://orderly.network/docs/introduction/getting-started/what-is-orderly",OrderlyNetwork,OrderlyNetwork,,Orderly_Discussions,,,FALSE,
ormi-labs,Ormi Labs,ormi-labs.png,"Decentralized blockchain indexing infrastructure providing real-time data APIs for DeFi, NFTs, and on-chain analytics across 30+ networks","https://ormilabs.com/","https://ormilabs.com/docs/welcome",ormilabs,ormi-labs,,,,,FALSE,
orochi-network,Orochi Network,orochi-network.png,"Zero-knowledge verifiable data infrastructure providing a decentralized oracle (Orocle), verifiable randomness (Orand), and a ZK-backed database for Web3 and RWA applications.","https://orochi.network/","https://docs.orochi.network/",OrochiNetwork,orochi-network,sTU4TUh8H3,OrochiNetwork,company/orochi-network-official,contact@orochi.network,FALSE,
owlto-finance,Owlto Finance,owlto-finance.png,Decentralized omnichain liquidity protocol integrating AI and zero-knowledge proofs for secure cross-chain asset transfers with reduced transaction costs,"https://owlto.finance/","https://docs.owlto.finance/",Owlto_Finance,owlto-finance,,owltofinance,,,FALSE,
ownbit,Ownbit,ownbit.png,Non-custodial multi-signature cryptocurrency wallet designed for secure asset management and institutional use,"https://ownbit.io/",,,,,,,,FALSE,
oxenflow,Oxenflow,oxenflow.png,Non-custodial trading and wallet platform enabling peer-to-peer exchange of digital assets across blockchains,"https://oxenflow.io/",,,,,,,,FALSE,
paintswap,Paintswap,paintswap.png,"A fast, scalable VRF providing fully verifiable on-chain randomness from request to fulfillment, without any additional fees.","https://vrf.paintswap.io/","https://vrf.paintswap.io/documentation",,,,,,,FALSE,
palmera,Palmera,palmera.png,"Multisig infrastructure provider deploying and operating Safe-compatible smart accounts, backend indexing, maintained interfaces, and custom multisig solutions across blockchain networks.","https://www.palmeradao.xyz/","https://docs.palmeradao.xyz/",palmera_dao,keyper-labs,,palmera_support,company/palmeradao,,FALSE,
pancakeswap,PancakeSwap,pancakeswap.png,"Decentralized exchange and DeFi platform available across 10 chains including BNB Chain, Ethereum, and Solana, offering token swaps, yield farming, staking, and prediction markets.","https://pancakeswap.finance/","https://docs.pancakeswap.finance/",PancakeSwap,pancakeswap,,,,,FALSE,
particle,Particle,particle.png,"Chain abstraction infrastructure providing Universal Accounts for a unified cross-chain balance across multiple networks, social login wallet creation, and account abstraction SDKs for gasless and simplified user experiences.","https://particle.network/","https://developers.particle.network/intro/introduction",ParticleNtwrk,Particle-Network,2y44qr6CR2,particle_developer_bot,,,FALSE,
paybis,Paybis,paybis.png,Global fiat-to-crypto exchange platform offering onramp and offramp services via multiple payment methods including cards and bank transfers.,"https://paybis.com/","https://docs.payb.is/docs/about-us",paybis,paybis,,,,support@paybis.com,FALSE,
paycrest,Paycrest,paycrest.png,"Payment routing infrastructure for bidirectional stablecoin-to-fiat conversion using onchain escrow, automated order routing, and fiat liquidity providers.","https://www.paycrest.io/","https://docs.paycrest.io/",paycrest,paycrest,,+Stx-wLOdj49iNDM0,company/paycrest,,FALSE,
paypal,PayPal,paypal.png,"Global digital payments platform offering cryptocurrency buy, sell, hold, and spending features integrated into the PayPal and Venmo wallet ecosystems.","https://www.paypal.com/","https://developer.paypal.com/home/",,,,,,,FALSE,
peckshield,PeckShield,peckshield.png,"Blockchain security company providing smart contract audits, DeFi/exchange/wallet security audits, real-time transaction monitoring, threat intelligence, and phishing/scam protection tooling.","https://peckshield.com/",,peckshield,peckshield,,peckshield,,contact@peckshield.com,FALSE,
pera,Pera,pera.png,"Self-custodial Algorand wallet for mobile and web supporting DeFi, NFTs, and dApp browsing, with built-in token swaps and an NFT aggregator.","https://perawallet.app/","https://docs.perawallet.app/",PeraAlgoWallet,perawallet,,PeraWallet,,,FALSE,
petra,Petra,petra.png,"Self-custodial Aptos wallet available as a browser extension and mobile app with DeFi integration, staking, token swapping, and social login.","https://petra.app/","https://petra.app/docs",,aptos-labs/petra-wallet,,,,,FALSE,
phantom,Phantom,phantom.png,"Multi-chain cryptocurrency wallet supporting Solana, Ethereum, Polygon and 15+ blockchain networks with Web3 dApp integration.","https://phantom.com/","https://docs.phantom.com/introduction",phantom,phantom,,,company/phantom-app,support@phantom.com,FALSE,
pheasant-network,Pheasant Network,pheasant-network.png,DeFAI protocol implementing AI-powered intent mechanism (AIntent) for intelligent contract execution and decision-making in decentralized applications.,"https://pheasant.network","https://docs.pheasant.network/",,Pheasant-Network,,,,,FALSE,
philidor,Philidor,philidor.png,"DeFi vault risk analytics platform providing institutional-grade risk scoring for 700+ vaults across Ethereum, Base, Arbitrum, Polygon, Optimism, and Avalanche","https://philidor.io","https://docs.philidor.io/docs",philidorlabs,Philidor-Labs/philidor-mcp,,,,contact@philidor.io,FALSE,
pillar,Pillar,pillar.png,Non-custodial multichain DeFi smart contract wallet for managing cryptocurrency assets and interacting with decentralized applications.,"https://pillar.fi/","https://docs.pillar.fi/",PX_Web3,pillarwallet,,,,,FALSE,
pimlico,Pimlico,pimlico.png,"Smart account infrastructure platform providing ERC-4337 bundlers, paymaster verification, and gas sponsorship for developers building onchain applications.","https://www.pimlico.io/","https://docs.pimlico.io/",pimlicoHQ,pimlicolabs,,pimlicoHQ,,,FALSE,
pinata,Pinata,pinata.png,Autonomous IPFS file pinning and storage service enabling developers to add decentralized file uploads and retrieval to applications.,"https://pinata.cloud/","https://docs.pinata.cloud/quickstart",pinatacloud,PinataCloud,,,,team@pinata.cloud,FALSE,
pk910-pow-faucet,PK910 PoW Faucet,pk910-pow-faucet.png,"Modularized self-hosted faucet for EVM testnets supporting multiple bot-resistance methods including proof-of-work mining, CAPTCHA, Gitcoin Passport, IP filtering, and mainnet balance checks.",,,,,,,,,FALSE,
plume,Plume,plume.png,"Layer-1 modular blockchain ecosystem focused on real-world assets, with EVM-compatible infrastructure and developer tooling for DeFi and tokenized asset applications.","https://plume.org/","https://docs.plume.org/",plumenetwork,plumenetwork,,plumenetwork_community,,,FALSE,
